id,name,num_users,total_cmt,positive,negative,neutral,average_completion_rate,number of resources,rank_binned,course_classification
C_681567,advanced programming - javaee programming,38,0.0,0.0,0.0,0.0,0.6488716941778833,222,4.481595860111844,Neutral
C_1886685,heat transfer,51,0.0,0.0,0.0,0.0,0.6488716941778833,63,4.481595860111844,Dissatisfied
C_697076,uncovering the mysteries of the subconscious mind,10261,420.0,170.0,31.0,219.0,0.8225717742534965,112,4.481595860111844,Very satisfied
C_813262,mechanical drawing and computer drawing,4957,1619.0,545.0,92.0,982.0,0.8196307398057959,134,4.481595860111844,Satisfied
C_735099,energy academic english,2668,829.0,482.0,72.0,275.0,0.6813420659255552,78,4.481595860111844,Satisfied
C_1123848,programmable logic devices and hardware description languages,429,0.0,0.0,0.0,0.0,0.6488716941778833,26,4.481595860111844,Dissatisfied
C_682427,introduction to materials science,3812,34.0,5.0,2.0,27.0,0.6488716941778833,237,1.0,Very satisfied
C_1755922,international business management,212,5.0,3.0,0.0,2.0,0.7640305905108534,29,4.481595860111844,Neutral
C_677097,dialectics of nature,5984,283.0,30.0,20.0,233.0,0.2222222222222222,38,7.0,Neutral
C_735345,math experiment,78,0.0,0.0,0.0,0.0,0.6488716941778833,82,9.0,Very dissatisfied
C_674937,chinese traditional culture and life cultivation,3036,84.0,1.0,0.0,83.0,0.6488716941778833,101,7.0,Dissatisfied
C_707369,consumer behavior analysis,1230,7.0,1.0,2.0,4.0,0.6488716941778833,41,4.481595860111844,Very dissatisfied
C_697398,u.lab 1x: learn from the future and lead system innovation,2745,54.0,20.0,10.0,24.0,1.0,81,4.481595860111844,Very satisfied
C_682610,c++ based on linux,7191,24.0,5.0,2.0,17.0,0.6488716941778833,170,1.0,Very satisfied
C_682388,principles and methods of garden plant landscape,6053,16.0,3.0,1.0,12.0,0.6488716941778833,58,5.0,Satisfied
C_682275,interpretation of xixia,1466,28.0,2.0,6.0,20.0,0.6488716941778833,112,4.481595860111844,Very dissatisfied
C_887101,market research and data analysis,3328,77.0,13.0,6.0,58.0,0.8973859649122807,202,4.481595860111844,Very satisfied
C_1844104,design aesthetics,237,0.0,0.0,0.0,0.0,0.6488716941778833,42,4.481595860111844,Dissatisfied
C_707054,molecular biology—principles and techniques,2826,18.0,5.0,4.0,9.0,0.6319444444444443,107,4.481595860111844,Very satisfied
C_1714447,reservoir numerical simulation,5014,2.0,1.0,0.0,1.0,0.8493406676333042,45,4.481595860111844,Satisfied
C_911162,microeconomics,3501,160.0,31.0,15.0,114.0,0.6488716941778833,76,4.481595860111844,Satisfied
C_682171,mining,319,0.0,0.0,0.0,0.0,0.6488716941778833,150,2.0,Neutral
C_2256608,chemistry subject understanding,2874,191.0,102.0,9.0,80.0,0.615020832557237,42,9.0,Dissatisfied
C_1801907,zero basic statistics,382,1.0,1.0,0.0,0.0,0.6156392401458191,57,4.481595860111844,Dissatisfied
C_1944724,fundamentals of university computer applications,902,13.0,1.0,1.0,11.0,0.7039330272982933,60,4.481595860111844,Very dissatisfied
C_682747,modern instrument analysis,1583,13.0,4.0,2.0,7.0,0.8367346938775511,64,4.481595860111844,Very satisfied
C_681041,climate change science and negotiations,70,1.0,0.0,1.0,0.0,0.6488716941778833,59,1.0,Neutral
C_799796,"college physics 1 (mechanics, thermal)",25028,454.0,50.0,66.0,338.0,0.6488716941778833,202,1.0,Very dissatisfied
C_1912006,introduction and improvement of table tennis,1406,33.0,24.0,0.0,9.0,0.7617252083505074,68,4.481595860111844,Neutral
C_674910,pattern aesthetics and creation,9927,182.0,54.0,9.0,119.0,0.6488716941778833,41,1.0,Satisfied
C_1776319,project management,505,0.0,0.0,0.0,0.0,0.6488716941778833,67,2.0,Neutral
C_681587,aws cloud basics and product courses (advanced courses),289,0.0,0.0,0.0,0.0,0.6488716941778833,16,4.481595860111844,Dissatisfied
C_682324,western philosophy i: ancient part,3160,43.0,20.0,3.0,20.0,0.6488716941778833,22,4.0,Neutral
C_2221590,inorganic chemistry,37,0.0,0.0,0.0,0.0,0.6488716941778833,104,9.0,Dissatisfied
C_677249,qualitative research methods,6516,103.0,22.0,5.0,76.0,0.6488716941778833,65,4.481595860111844,Satisfied
C_898312,environmental monitoring,858,2.0,0.0,0.0,2.0,0.6488716941778833,65,4.481595860111844,Dissatisfied
C_1736850,compilation principle,3370,9.0,4.0,1.0,4.0,0.6488716941778833,89,5.0,Satisfied
C_680752,living space and environmental design suitable for the elderly,8339,253.0,82.0,19.0,152.0,0.6488716941778833,53,1.0,Satisfied
C_1794790,microbiology test,4149,364.0,122.0,14.0,228.0,0.912225784578904,116,4.481595860111844,Very satisfied
C_830572,intellectual property law and practice (tsinghua certified),105,0.0,0.0,0.0,0.0,0.6488716941778833,152,1.0,Neutral
C_1896473,engineering ethics,147,0.0,0.0,0.0,0.0,0.6488716941778833,48,4.481595860111844,Dissatisfied
C_890259,enterprise strategic management,5288,250.0,24.0,2.0,224.0,0.6488716941778833,61,6.0,Neutral
C_680738,systematic product design and development,2159,24.0,19.0,0.0,5.0,0.6488716941778833,145,1.0,Neutral
C_907968,looking back at ancient chinese culture,621,42.0,2.0,1.0,39.0,0.6488716941778833,56,4.481595860111844,Satisfied
C_948254,integrated traditional chinese and western medicine obstetrics and gynecology,1175,21.0,0.0,11.0,10.0,0.6488716941778833,64,4.481595860111844,Dissatisfied
C_1776287,packaging materials b,2584,5.0,2.0,0.0,3.0,0.6488716941778833,43,4.481595860111844,Dissatisfied
C_2229911,advanced chinese medicine english,5054,25.0,14.0,2.0,9.0,0.7717487959694084,33,4.481595860111844,Satisfied
C_2316354,circuit analysis,60,0.0,0.0,0.0,0.0,0.6488716941778833,105,4.481595860111844,Dissatisfied
C_2141863,pathology and pathophysiology,103,0.0,0.0,0.0,0.0,0.6488716941778833,66,4.481595860111844,Dissatisfied
C_948268,human anatomy and histoembryology,4564,16.0,0.0,3.0,13.0,0.6488716941778833,56,4.481595860111844,Dissatisfied
C_696870,scientific computing and mathematical modeling,2058,8.0,6.0,0.0,2.0,0.65625,120,5.0,Neutral
C_948034,big data technology principles and applications,376,0.0,0.0,0.0,0.0,0.6488716941778833,34,4.481595860111844,Dissatisfied
C_911733,business logic training camp: the underlying logic that elites are learning,306,102.0,31.0,9.0,62.0,0.6481058071770353,285,1.0,Very satisfied
C_696563,business etiquette,3429,132.0,56.0,7.0,69.0,0.6488716941778833,44,4.481595860111844,Neutral
C_1770363,micro-course design and production (quick start),41,1.0,1.0,0.0,0.0,0.6488716941778833,13,4.481595860111844,Dissatisfied
C_734068,new media and social governance,748,0.0,0.0,0.0,0.0,0.6488716941778833,78,4.481595860111844,Dissatisfied
C_948102,system anatomy,3446,17.0,5.0,4.0,8.0,0.4743034391202193,42,4.481595860111844,Very satisfied
C_890220,internal medicine - cardiovascular disease,24221,95.0,27.0,12.0,56.0,0.6488716941778833,39,4.481595860111844,Very satisfied
C_694136,data mining: theory and algorithms,30849,527.0,116.0,85.0,326.0,0.6488716941778833,126,1.0,Very satisfied
C_681027,national handicrafts - into life,1693,10.0,4.0,0.0,6.0,0.7106752136752137,46,4.481595860111844,Neutral
C_1741506,menswear design,370,0.0,0.0,0.0,0.0,0.6488716941778833,56,4.481595860111844,Dissatisfied
C_943253,business plan modular production and presentation design,2490,179.0,51.0,5.0,123.0,0.6488716941778833,100,9.0,Dissatisfied
C_697306,basics of applied information theory,1825,10.0,0.0,2.0,8.0,0.6488716941778833,69,1.0,Neutral
C_696951,single chip microcomputer principle and automotive microcomputer application technology,1316,2.0,0.0,1.0,1.0,0.5778184778184778,60,4.481595860111844,Dissatisfied
C_2266755,road running training guide,110,1.0,1.0,0.0,0.0,0.8008015377473506,48,4.481595860111844,Neutral
C_682229,equipment automation engineering design and practice,1392,14.0,1.0,2.0,11.0,0.6488716941778833,93,7.0,Very dissatisfied
C_1944731,traditional folklore and chinese art,65,0.0,0.0,0.0,0.0,0.6488716941778833,120,4.481595860111844,Neutral
C_2059292,chemical principles in life (part 1),397,0.0,0.0,0.0,0.0,0.6488716941778833,84,4.481595860111844,Dissatisfied
C_681362,this is ai,4604,5.0,3.0,2.0,0.0,0.6488716941778833,2,4.481595860111844,Very satisfied
C_677061,appreciation of chinese minority myths,1631,11.0,0.0,0.0,11.0,0.9609126984126984,102,4.481595860111844,Satisfied
C_948257,normal human anatomy,3200,88.0,11.0,11.0,66.0,0.6488716941778833,47,4.481595860111844,Very dissatisfied
C_770784,economic principles,24497,715.0,104.0,33.0,578.0,0.6488716941778833,287,2.0,Very satisfied
C_682219,quick chinese grammar class,892,1.0,1.0,0.0,0.0,0.8184523809523808,52,4.481595860111844,Satisfied
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,0.6488716941778833,65,9.0,Very dissatisfied
C_680998,western philosophy—from ancient greek philosophy to late european continental philosophy,18025,36.0,16.0,7.0,13.0,0.6488716941778833,92,4.481595860111844,Very satisfied
C_1714448,"awareness, prevention and control of novel coronavirus pneumonia",4081,180.0,45.0,4.0,131.0,0.6171104399392875,43,4.481595860111844,Neutral
C_682549,sports in nature - mountain outdoor sports,1048,54.0,14.0,4.0,36.0,0.7279959639006705,56,4.481595860111844,Satisfied
C_1741538,general introduction to civil law,461,3.0,0.0,0.0,3.0,0.6488716941778833,94,4.481595860111844,Dissatisfied
C_883345,data structure (part 1),78374,1203.0,170.0,172.0,861.0,0.6488716941778833,1200,1.0,Very satisfied
C_2335749,enter the world of electricity,46,0.0,0.0,0.0,0.0,0.6488716941778833,45,4.481595860111844,Dissatisfied
C_2141848,solid waste treatment and disposal,115,2.0,0.0,1.0,1.0,0.931869686666132,51,4.481595860111844,Satisfied
C_682168,anatomy and life,1727,193.0,44.0,31.0,118.0,0.6488716941778833,85,4.481595860111844,Very satisfied
C_1764860,basic human biology: cells and tissues (international edition),51,0.0,0.0,0.0,0.0,0.6488716941778833,68,2.0,Neutral
C_681009,mechanical basic experiment,1255,28.0,3.0,4.0,21.0,0.6488716941778833,87,9.0,Very dissatisfied
C_697041,english linguistics,4271,136.0,11.0,5.0,120.0,0.6488716941778833,57,4.481595860111844,Satisfied
C_682661,"petri nets: models, theory and applications",793,1.0,0.0,1.0,0.0,0.6488716941778833,103,1.0,Neutral
C_893822,rehabilitation nursing,3090,857.0,76.0,159.0,622.0,0.6488716941778833,86,4.481595860111844,Very dissatisfied
C_1786221,scientific fitness method--chan si gong,230,28.0,15.0,1.0,12.0,0.6293657436725355,39,4.481595860111844,Dissatisfied
C_682157,introduction to tennis techniques,8839,246.0,47.0,22.0,177.0,0.6922270711744396,32,4.481595860111844,Very satisfied
C_948037,linear algebra,1571,76.0,2.0,4.0,70.0,0.6827848737593147,65,4.481595860111844,Very dissatisfied
C_1992925,introduction to energy chemical engineering,70,0.0,0.0,0.0,0.0,0.6488716941778833,37,1.0,Neutral
C_2343522,advanced flight dynamics,75,0.0,0.0,0.0,0.0,0.6488716941778833,42,7.0,Dissatisfied
C_682187,fashion art communication and innovative design,1242,4.0,0.0,0.0,4.0,0.6488716941778833,234,4.481595860111844,Neutral
C_680987,winter olympics english,15888,81.0,41.0,3.0,37.0,0.6488716941778833,35,4.481595860111844,Neutral
C_769273,introduction to the basic principles of marxism,3096,170.0,58.0,10.0,102.0,0.7852941587094912,142,4.481595860111844,Satisfied
C_696562,macroeconomics,1505,0.0,0.0,0.0,0.0,0.6488716941778833,23,4.481595860111844,Dissatisfied
C_682643,college physics - electromagnetics and optics,1016,0.0,0.0,0.0,0.0,0.6488716941778833,85,7.0,Dissatisfied
C_1755887,intaglio printmaking,88,0.0,0.0,0.0,0.0,0.6488716941778833,31,1.0,Neutral
C_682336,computer programming,3273,34.0,10.0,4.0,20.0,0.6488716941778833,174,4.481595860111844,Satisfied
C_789961,do not delete studio test resources,46,58.0,3.0,0.0,55.0,0.1818181818181818,50,1.0,Very dissatisfied
C_681012,acca f7 financial reporting,859,0.0,0.0,0.0,0.0,0.6488716941778833,86,4.481595860111844,Dissatisfied
C_682516,national defense education - hot issues,666,6.0,0.0,0.0,6.0,0.8638888888888889,55,4.481595860111844,Satisfied
C_2217528,youth programming ability development program,39,94.0,17.0,13.0,64.0,0.6488716941778833,404,1.0,Very satisfied
C_697241,general geology,590,4.0,3.0,0.0,1.0,0.6488716941778833,40,4.481595860111844,Dissatisfied
C_1748240,quantitative research methods in education (advanced),5367,3.0,0.0,0.0,3.0,0.7142857142857143,144,1.0,Satisfied
C_948114,introduction to turbines,9570,320.0,196.0,9.0,115.0,0.8656814547523176,97,4.481595860111844,Satisfied
C_879054,appreciation of ming gardens: 11 gardens of the ming dynasty,19871,142.0,66.0,3.0,73.0,0.6488716941778833,107,1.0,Satisfied
C_677133,database systems (part 1): models and languages,3166,4.0,0.0,2.0,2.0,0.6488716941778833,118,5.0,Neutral
C_1907841,plant physiology,409,0.0,0.0,0.0,0.0,0.6488716941778833,67,4.481595860111844,Dissatisfied
C_1824915,automotive electrical equipment construction and repair,392,13.0,0.0,2.0,11.0,0.6488716941778833,50,4.481595860111844,Dissatisfied
C_676643,innovation and entrepreneurship psychology,39,1.0,0.0,1.0,0.0,0.6488716941778833,35,1.0,Neutral
C_1912014,methodology of scientific research,78,0.0,0.0,0.0,0.0,0.6488716941778833,113,4.0,Neutral
C_694168,human physiology,19105,1701.0,189.0,321.0,1191.0,0.6488716941778833,172,4.481595860111844,Very dissatisfied
C_1696148,international business,304,13.0,4.0,1.0,8.0,0.6488716941778833,48,4.481595860111844,Satisfied
C_1992960,food chemistry,54,0.0,0.0,0.0,0.0,0.6488716941778833,108,4.481595860111844,Dissatisfied
C_1693369,sexual health education for college students,95,0.0,0.0,0.0,0.0,0.6488716941778833,53,4.481595860111844,Dissatisfied
C_735357,compilation technology,386,0.0,0.0,0.0,0.0,0.6488716941778833,59,7.0,Dissatisfied
C_2226108,environmental quality assessment,1843,0.0,0.0,0.0,0.0,0.6488716941778833,72,4.481595860111844,Dissatisfied
C_734041,"academic english reading, writing and communication",1353,9.0,3.0,0.0,6.0,0.6488716941778833,39,4.481595860111844,Dissatisfied
C_799931,humanities mathematics,22116,71.0,22.0,1.0,48.0,0.6488716941778833,35,9.0,Neutral
C_1761366,advanced skating course,35,0.0,0.0,0.0,0.0,0.6488716941778833,46,2.0,Neutral
C_676913,xi jinping thought on socialism with chinese characteristics for a new era,12987,407.0,107.0,9.0,291.0,0.6488716941778833,50,1.0,Satisfied
C_734053,circuits and electronic technology,85,0.0,0.0,0.0,0.0,0.6488716941778833,60,9.0,Very dissatisfied
C_676635,college student career planning,17068,2343.0,428.0,151.0,1764.0,0.7936515970524652,59,4.481595860111844,Very satisfied
C_734054,introduction to project management,3927,74.0,22.0,7.0,45.0,0.6488716941778833,25,4.481595860111844,Satisfied
C_1960452,medical law,2150,8.0,3.0,0.0,5.0,0.6064823024228371,55,9.0,Very dissatisfied
C_1789695,"""past and present life"" of china's urban development",146,0.0,0.0,0.0,0.0,0.6488716941778833,82,4.481595860111844,Dissatisfied
C_1811739,physics and culture,9768,8.0,2.0,0.0,6.0,0.7513906364381049,56,7.0,Neutral
C_1940999,level 4 high score passing system class,500,18.0,3.0,3.0,12.0,0.6488716941778833,73,4.481595860111844,Very dissatisfied
C_682449,chinese grammar and grammar teaching,1544,29.0,12.0,2.0,15.0,0.6488716941778833,99,4.481595860111844,Neutral
C_1789683,academic english and literacy,92,0.0,0.0,0.0,0.0,0.6488716941778833,51,9.0,Very dissatisfied
C_677102,enter sex science,3386,15.0,4.0,3.0,8.0,0.6488716941778833,60,4.481595860111844,Very satisfied
C_2302877,immune gene therapy,807,0.0,0.0,0.0,0.0,0.6488716941778833,39,7.0,Dissatisfied
C_773953,baked food processing technology,1170,44.0,9.0,5.0,30.0,0.6488716941778833,65,4.481595860111844,Very satisfied
C_735102,microsoft artificial intelligence – data analysis platform,302,0.0,0.0,0.0,0.0,0.6488716941778833,5,4.481595860111844,Dissatisfied
C_2286837,differential geometry,60,0.0,0.0,0.0,0.0,0.6488716941778833,85,9.0,Very dissatisfied
C_1811836,selected classical chinese paintings and chinese culture,98,0.0,0.0,0.0,0.0,0.6488716941778833,50,4.481595860111844,Dissatisfied
C_1997524,professional ethics,2911,2.0,0.0,0.0,2.0,0.3744951698628169,52,1.0,Very dissatisfied
C_682169,second language acquisition (chinese version),935,3.0,0.0,0.0,3.0,0.7339374458527529,70,4.0,Neutral
C_2221554,gynecological laparoscopic technology,202,0.0,0.0,0.0,0.0,0.6488716941778833,54,4.481595860111844,Dissatisfied
C_1527362,history of western civilization full english history of western civilization,6437,4.0,3.0,0.0,1.0,0.6643461134453783,80,4.481595860111844,Neutral
C_696993,time value of money in life,5029,7.0,3.0,0.0,4.0,0.6488716941778833,41,9.0,Dissatisfied
C_2223998,hydraulic power,62,0.0,0.0,0.0,0.0,0.6488716941778833,56,4.481595860111844,Dissatisfied
C_696907,firefighting lecture on safety for college students,340,0.0,0.0,0.0,0.0,0.6488716941778833,28,4.481595860111844,Dissatisfied
C_887103,"protein expression, purification and functional studies",4846,68.0,36.0,2.0,30.0,0.6488716941778833,29,1.0,Neutral
C_681520,microsoft intelligent business applications,184,0.0,0.0,0.0,0.0,0.6488716941778833,16,4.481595860111844,Dissatisfied
C_681017,everybody loves logistics,343,0.0,0.0,0.0,0.0,0.6488716941778833,67,4.481595860111844,Dissatisfied
C_696586,neurology,21863,118.0,35.0,22.0,61.0,0.6488716941778833,52,4.481595860111844,Very satisfied
C_1821200,preschool health and wellness,2528,696.0,37.0,207.0,452.0,0.8638841513952396,35,4.481595860111844,Very dissatisfied
C_2329521,reproductive medicine research tips--from basics to clinical,99,0.0,0.0,0.0,0.0,0.6488716941778833,64,7.0,Dissatisfied
C_680895,pediatric oral medicine,998,2.0,0.0,1.0,1.0,0.7537749287749287,42,4.481595860111844,Neutral
C_734050,viscerology,554,0.0,0.0,0.0,0.0,0.6488716941778833,29,4.481595860111844,Dissatisfied
C_2141845,dance appreciation,122,1.0,0.0,0.0,1.0,0.9088696163097544,50,9.0,Neutral
C_1767581,text in light and shadow,222,3.0,0.0,0.0,3.0,0.9384384384384384,64,4.481595860111844,Satisfied
C_943247,sql server easy to learn,3814,597.0,432.0,12.0,153.0,0.6488716941778833,137,4.481595860111844,Neutral
C_2281545,tomographic anatomy,141,1.0,0.0,0.0,1.0,0.8004675702246036,58,7.0,Neutral
C_680975,explain by case,1499,1.0,0.0,1.0,0.0,0.6488716941778833,124,4.481595860111844,Neutral
C_948092,commercial bank operation and management,12807,128.0,19.0,2.0,107.0,0.6488716941778833,113,4.481595860111844,Satisfied
C_682493,"""learning by doing"" java programming",509,1.0,1.0,0.0,0.0,0.3604651162790697,53,4.481595860111844,Very dissatisfied
C_735115,marketing,4742,150.0,15.0,12.0,123.0,0.7127244865684464,44,4.481595860111844,Very satisfied
C_1758019,fundamentals and frontiers of emergency medicine,1435,4.0,2.0,0.0,2.0,0.524737823322729,52,7.0,Very dissatisfied
C_681380,a brief history of chinese advertising,862,12.0,1.0,2.0,9.0,0.6488716941778833,48,4.481595860111844,Very dissatisfied
C_735431,engineering drawing basics,912,2.0,0.0,0.0,2.0,0.6488716941778833,55,11.0,Very dissatisfied
C_948270,guizhou tour guide on-site examination guide,3215,391.0,43.0,6.0,342.0,0.6488716941778833,44,4.481595860111844,Neutral
C_932179,medical cell biology,6121,858.0,330.0,39.0,489.0,0.6701757666417353,85,4.481595860111844,Satisfied
C_688390,smart car production: electronic technology,1601,1.0,1.0,0.0,0.0,0.6488716941778833,22,1.0,Neutral
C_737493,film and television directing art,1833,24.0,8.0,1.0,15.0,0.0,38,4.481595860111844,Very dissatisfied
C_696506,maker training: interesting mechanics experiments and production,2300,4.0,1.0,1.0,2.0,0.6488716941778833,19,1.0,Very dissatisfied
C_948404,subject pedagogy,220,3.0,0.0,0.0,3.0,0.6488716941778833,67,4.481595860111844,Dissatisfied
C_2342508,methods and practice of literary criticism,49,0.0,0.0,0.0,0.0,0.6488716941778833,44,4.481595860111844,Dissatisfied
C_1750789,microcontroller principles and applications,907,4.0,0.0,1.0,3.0,0.3283333333333333,86,9.0,Very dissatisfied
C_696872,microelectronics process,693,3.0,0.0,0.0,3.0,0.6488716941778833,113,5.0,Dissatisfied
C_947167,traditional chinese medicine hospital management,2901,29.0,8.0,4.0,17.0,0.4241741741741742,57,11.0,Dissatisfied
C_707087,first experience with ai skills - introduction and practical use of paddlepaddle deep learning (baidu yunzhi academy),401,0.0,0.0,0.0,0.0,0.6488716941778833,9,4.481595860111844,Dissatisfied
C_682395,business logic training camp: the underlying logic that elites are learning,6581,0.0,0.0,0.0,0.0,0.6488716941778833,109,1.0,Satisfied
C_911165,public economics: thinking and expansion,12626,1114.0,354.0,132.0,628.0,0.6488716941778833,51,4.481595860111844,Satisfied
C_943250,flexible electronics technology,13991,85.0,31.0,6.0,48.0,0.6488716941778833,35,1.0,Satisfied
C_682282,circular economy and sustainable development enterprises,517,0.0,0.0,0.0,0.0,0.6488716941778833,76,4.0,Dissatisfied
C_1844102,talks by famous experts in traditional chinese medicine,453,1.0,1.0,0.0,0.0,0.6488716941778833,2,4.481595860111844,Dissatisfied
C_1987701,computer fundamentals and applications,1143,4.0,1.0,0.0,3.0,0.4713379982000584,78,4.481595860111844,Very dissatisfied
C_2328461,cultural marketing,80,0.0,0.0,0.0,0.0,0.6488716941778833,58,4.481595860111844,Dissatisfied
C_1979097,2020 tsinghua university international undergraduate freshman development camp cultural training course (liberal arts),91,0.0,0.0,0.0,0.0,0.6488716941778833,27,1.0,Neutral
C_682816,overview of britain and the united states,2434,162.0,20.0,9.0,133.0,0.6488716941778833,50,4.481595860111844,Satisfied
C_681452,aeromechanics,1746,34.0,9.0,0.0,25.0,0.6488716941778833,174,4.481595860111844,Neutral
C_696543,advanced mathematics course,3168,5.0,1.0,0.0,4.0,0.9510563380281692,194,4.481595860111844,Very satisfied
C_1824918,private international law,304,11.0,10.0,0.0,1.0,0.4906627446215571,58,4.481595860111844,Very dissatisfied
C_2229900,theory of real variable functions,191,0.0,0.0,0.0,0.0,0.6488716941778833,61,9.0,Very dissatisfied
C_948387,cross-border e-commerce,1879,34.0,11.0,6.0,17.0,0.6678249232373313,68,4.481595860111844,Very satisfied
C_1836502,tsinghua university admissions promotional videos over the years,1329,2.0,0.0,2.0,0.0,0.6488716941778833,4,1.0,Neutral
C_682314,chinese as a foreign language,4765,244.0,85.0,3.0,156.0,0.6488716941778833,112,1.0,Satisfied
C_682684,mechanical precision design and detection technology,381,0.0,0.0,0.0,0.0,0.6488716941778833,32,7.0,Dissatisfied
C_770751,introduction to linux,2433,2.0,1.0,0.0,1.0,0.5442805159615214,93,4.481595860111844,Dissatisfied
C_676932,introduction to psychology,125789,3808.0,1101.0,328.0,2379.0,0.6488716941778833,69,1.0,Very satisfied
C_697070,food flavor chemistry and analysis,2918,22.0,2.0,4.0,16.0,0.6488716941778833,38,4.481595860111844,Very dissatisfied
C_911735,50 essential emba lessons from harvard wharton,178,51.0,10.0,8.0,33.0,0.6488716941778833,322,1.0,Very satisfied
C_680779,introduction to reinforced concrete durability,9716,53.0,29.0,3.0,21.0,0.6488716941778833,53,1.0,Satisfied
C_948216,computer network technology,1703,1.0,0.0,0.0,1.0,0.6488716941778833,59,4.481595860111844,Dissatisfied
C_948414,new discoveries in unearthed documents,15593,24.0,10.0,2.0,12.0,0.6488716941778833,230,9.0,Satisfied
C_1764852,fundamentals of immunology—part i (international edition),83,0.0,0.0,0.0,0.0,0.6488716941778833,70,2.0,Neutral
C_1944725,chinese national spirit,159,0.0,0.0,0.0,0.0,0.6488716941778833,24,4.481595860111844,Dissatisfied
C_1750791,dermatology and venereology,6259,201.0,23.0,11.0,167.0,0.6488716941778833,58,4.481595860111844,Satisfied
C_855688,forensic pathology,1776,160.0,27.0,84.0,49.0,0.6488716941778833,80,4.481595860111844,Very dissatisfied
C_682754,rational color wisdom life,6879,11.0,3.0,1.0,7.0,0.6488716941778833,40,9.0,Satisfied
C_1755907,user experience (ux) design: human factors and culture in design,243,0.0,0.0,0.0,0.0,0.6488716941778833,67,1.0,Neutral
C_1864067,bonsai production and appreciation,961,99.0,79.0,2.0,18.0,0.7967997591573677,58,4.481595860111844,Satisfied
C_1992918,chemistry and innovation,63,0.0,0.0,0.0,0.0,0.6488716941778833,20,9.0,Very dissatisfied
C_688388,engineering mathematical analysis (2),1560,1.0,0.0,0.0,1.0,0.6488716941778833,367,4.481595860111844,Satisfied
C_681711,aircraft engine control,12952,283.0,31.0,20.0,232.0,0.6488716941778833,150,4.481595860111844,Very satisfied
C_677164,wine·culture,3521,83.0,7.0,5.0,71.0,0.6488716941778833,44,6.0,Very satisfied
C_1557390,machine learning,141,0.0,0.0,0.0,0.0,0.6488716941778833,41,4.481595860111844,Dissatisfied
C_948428,introduction to chinese tax law,17793,98.0,50.0,2.0,46.0,0.7932209640112129,51,4.481595860111844,Satisfied
C_854898,numerical analysis,96,0.0,0.0,0.0,0.0,0.6488716941778833,65,4.481595860111844,Dissatisfied
C_681420,parasites and public health,283,0.0,0.0,0.0,0.0,0.6488716941778833,53,4.481595860111844,Dissatisfied
C_916830,media ethics and regulations,813,48.0,6.0,12.0,30.0,0.7492761245025684,71,4.481595860111844,Very dissatisfied
C_680923,regional anatomy,4071,13.0,3.0,2.0,8.0,0.5,62,7.0,Satisfied
C_734015,medicine in the digital age,2721,1.0,0.0,0.0,1.0,0.5644511784511784,71,2.0,Dissatisfied
C_696929,2014 tsinghua university graduate thesis defense (2),96,0.0,0.0,0.0,0.0,0.6488716941778833,75,1.0,Neutral
C_1916172,management joint entrance examination (postgraduate entrance examination) examination situation analysis and college selection,546,0.0,0.0,0.0,0.0,0.6488716941778833,1,4.481595860111844,Dissatisfied
C_681702,power electronics technology,1126,0.0,0.0,0.0,0.0,0.6488716941778833,64,4.481595860111844,Dissatisfied
C_696988,acupuncture 100 days guide,2156,67.0,19.0,4.0,44.0,0.6488716941778833,73,11.0,Dissatisfied
C_1899192,21 postgraduate entrance examination english counterattack 75 points special training camp,769,5.0,1.0,0.0,4.0,0.6488716941778833,5,4.481595860111844,Dissatisfied
C_1784725,animal anatomy,83,0.0,0.0,0.0,0.0,0.6488716941778833,119,7.0,Dissatisfied
C_697301,teacher professional ethics,5370,4158.0,1308.0,172.0,2678.0,0.8275513336742034,79,4.481595860111844,Satisfied
C_948269,economic law,12983,117.0,55.0,7.0,55.0,0.6488716941778833,54,4.481595860111844,Satisfied
C_926163,fire rescue technology training,328,0.0,0.0,0.0,0.0,0.6488716941778833,24,4.481595860111844,Dissatisfied
C_2266760,molecular medicine technology,41,0.0,0.0,0.0,0.0,0.6488716941778833,14,4.481595860111844,Dissatisfied
C_1818546,data science certification certificate program practical assignments,94,0.0,0.0,0.0,0.0,0.6488716941778833,1,1.0,Neutral
C_682581,cross-cultural communication english,3588,58.0,32.0,6.0,20.0,0.2397435897435897,97,7.0,Very dissatisfied
C_682431,inorganic chemistry,7782,704.0,124.0,68.0,512.0,0.6488716941778833,197,4.481595860111844,Very satisfied
C_735112,microsoft research asia artificial intelligence frontier lecture series,252,0.0,0.0,0.0,0.0,0.6488716941778833,13,4.481595860111844,Dissatisfied
C_876711,multivariable calculus,2517,6.0,1.0,1.0,4.0,0.6488716941778833,198,4.481595860111844,Very dissatisfied
C_911168,teachers’ scientific use of voice and voice image shaping,2838,1191.0,308.0,51.0,832.0,0.6488716941778833,71,4.481595860111844,Neutral
C_676695,research ethics and academic standards,6949,187.0,17.0,33.0,137.0,0.6488716941778833,57,4.0,Very dissatisfied
C_676697,sun tzu's art of war,8295,59.0,23.0,6.0,30.0,0.6488716941778833,72,5.0,Satisfied
C_735361,math experiment,4565,13.0,3.0,2.0,8.0,0.698889533883729,44,6.0,Very satisfied
