id,name,num_users,total_cmt,positive,negative,neutral,average_completion_rate,number of resources,rank_binned,course_classification
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694158,college chemistry experiment,6272,386.0,139.0,24.0,223.0,NaN,82,9,NaN
C_694160,energy academic english (ⅱ),1392,150.0,109.0,6.0,35.0,0.4388888888888889,100,NaN,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,1,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694162,mechanical principles,4173,181.0,57.0,11.0,113.0,NaN,187,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_694163,structural seismic design,11256,58.0,1.0,1.0,56.0,NaN,65,9,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696487,the world of wine: from grapes to wine,2312,9.0,2.0,2.0,5.0,NaN,63,2,NaN
C_696501,network information measurement and evaluation,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_696503,new way to activate amazon ec2 instances: aws deep learning ami,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_696506,maker training: interesting mechanics experiments and production,2300,4.0,1.0,1.0,2.0,NaN,19,1,NaN
C_696506,maker training: interesting mechanics experiments and production,2300,4.0,1.0,1.0,2.0,NaN,19,1,NaN
C_696506,maker training: interesting mechanics experiments and production,2300,4.0,1.0,1.0,2.0,NaN,19,1,NaN
C_696506,maker training: interesting mechanics experiments and production,2300,4.0,1.0,1.0,2.0,NaN,19,1,NaN
C_696513,deep learning practical training camp,1,NaN,NaN,NaN,NaN,NaN,79,NaN,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696518,spectroscopic analysis of organic structures,1391,1.0,1.0,0.0,0.0,NaN,51,11,NaN
C_696523,cs elite challenge camp (north china region),1,NaN,NaN,NaN,NaN,NaN,3,1,NaN
C_696523,cs elite challenge camp (north china region),1,NaN,NaN,NaN,NaN,NaN,3,1,NaN
C_696523,cs elite challenge camp (north china region),1,NaN,NaN,NaN,NaN,NaN,3,1,NaN
C_696525,modern practical writing,3828,165.0,39.0,8.0,118.0,NaN,46,NaN,NaN
C_696537,big data platform core technology,2,NaN,NaN,NaN,NaN,NaN,86,1,NaN
C_696541,ten creation lessons: the cradle of the next unicorn lesson,1,NaN,NaN,NaN,NaN,NaN,67,1,NaN
C_696541,ten creation lessons: the cradle of the next unicorn lesson,1,NaN,NaN,NaN,NaN,NaN,67,1,NaN
C_696543,advanced mathematics course,3168,5.0,1.0,0.0,4.0,0.9510563380281692,194,NaN,NaN
C_696549,operating system principles,1686,8.0,2.0,2.0,4.0,NaN,78,NaN,NaN
C_696562,macroeconomics,1505,NaN,NaN,NaN,NaN,NaN,23,NaN,NaN
C_696563,business etiquette,3429,132.0,56.0,7.0,69.0,NaN,44,NaN,NaN
C_696555,learn to learn: the way to learn,2166,24.0,5.0,3.0,16.0,NaN,110,6,NaN
C_696555,learn to learn: the way to learn,2166,24.0,5.0,3.0,16.0,NaN,110,6,NaN
C_696555,learn to learn: the way to learn,2166,24.0,5.0,3.0,16.0,NaN,110,6,NaN
C_696555,learn to learn: the way to learn,2166,24.0,5.0,3.0,16.0,NaN,110,6,NaN
C_696555,learn to learn: the way to learn,2166,24.0,5.0,3.0,16.0,NaN,110,11,NaN
C_696555,learn to learn: the way to learn,2166,24.0,5.0,3.0,16.0,NaN,110,11,NaN
C_696555,learn to learn: the way to learn,2166,24.0,5.0,3.0,16.0,NaN,110,11,NaN
C_696555,learn to learn: the way to learn,2166,24.0,5.0,3.0,16.0,NaN,110,11,NaN
C_677246,freeze the beauty around you—digital photography guide,91,NaN,NaN,NaN,NaN,NaN,58,NaN,NaN
C_696575,freeze the beauty around you—digital photography guide,311,1.0,1.0,0.0,0.0,0.8630216393264019,58,NaN,NaN
C_696577,six lessons to accelerate the growth of new employees,1,NaN,NaN,NaN,NaN,NaN,47,NaN,NaN
C_696571,social insurance,1363,20.0,5.0,1.0,14.0,NaN,143,NaN,NaN
C_696581,english pronunciation,2852,13.0,4.0,4.0,5.0,0.0,83,NaN,NaN
C_696593,microdegree in cloud computing (advanced course),1,NaN,NaN,NaN,NaN,NaN,37,NaN,NaN
C_696596,animation script creation,2251,41.0,3.0,1.0,37.0,0.7978301311940226,70,NaN,NaN
C_696601,international settlement operations,2082,126.0,8.0,5.0,113.0,0.907563025210084,150,NaN,NaN
C_696610,football refereeing,1006,5.0,0.0,0.0,5.0,NaN,40,2,NaN
C_696610,football refereeing,1006,5.0,0.0,0.0,5.0,NaN,40,2,NaN
C_696610,football refereeing,1006,5.0,0.0,0.0,5.0,NaN,40,2,NaN
C_696610,football refereeing,1006,5.0,0.0,0.0,5.0,NaN,40,2,NaN
C_696610,football refereeing,1006,5.0,0.0,0.0,5.0,NaN,40,9,NaN
C_696610,football refereeing,1006,5.0,0.0,0.0,5.0,NaN,40,9,NaN
C_696610,football refereeing,1006,5.0,0.0,0.0,5.0,NaN,40,9,NaN
C_696610,football refereeing,1006,5.0,0.0,0.0,5.0,NaN,40,9,NaN
C_696614,android application development basics,21027,2472.0,905.0,25.0,1542.0,NaN,130,NaN,NaN
C_696617,secrets of intercultural communication in educational settings,500,21.0,12.0,1.0,8.0,NaN,42,NaN,NaN
C_696618,comprehensive english,1,NaN,NaN,NaN,NaN,NaN,1,NaN,NaN
C_696625,fire safety in industrial enterprises,428,1.0,1.0,0.0,0.0,NaN,20,NaN,NaN
C_696628,cross-border e-commerce practice,2705,5.0,2.0,0.0,3.0,0.6033653846153846,102,NaN,NaN
C_696633,building fire safety,1542,19.0,12.0,3.0,4.0,0.5905914853979869,26,NaN,NaN
C_696626,chinese language in university - appreciation of literature from pre-qin to tang dynasty,7195,281.0,49.0,26.0,206.0,NaN,178,1,NaN
C_696626,chinese language in university - appreciation of literature from pre-qin to tang dynasty,7195,281.0,49.0,26.0,206.0,NaN,178,1,NaN
C_696626,chinese language in university - appreciation of literature from pre-qin to tang dynasty,7195,281.0,49.0,26.0,206.0,NaN,178,1,NaN
C_696626,chinese language in university - appreciation of literature from pre-qin to tang dynasty,7195,281.0,49.0,26.0,206.0,NaN,178,1,NaN
C_696638,stylish web design,1656,3.0,1.0,1.0,1.0,NaN,86,NaN,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696641,forage seed science,6849,203.0,19.0,30.0,154.0,NaN,50,7,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696635,college physics 1 (mechanics and heat),9,NaN,NaN,NaN,NaN,NaN,197,1,NaN
C_696637,introduction to internet of things,7,NaN,NaN,NaN,NaN,NaN,168,NaN,NaN
C_696643,fire fighting tactics,1,NaN,NaN,NaN,NaN,NaN,40,1,NaN
C_696647,appreciation of foreign literary masterpieces,1970,1.0,1.0,0.0,0.0,NaN,21,NaN,NaN
C_696649,central plains culture (martial arts),843,3.0,2.0,0.0,1.0,0.9739583333333334,108,NaN,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696651,electrical technology,139,NaN,NaN,NaN,NaN,NaN,84,1,NaN
C_696653,entrepreneurial human resource management: how to recruit the right talent,1,NaN,NaN,NaN,NaN,NaN,12,NaN,NaN
C_696654,folk literature on the southern silk road,471,2.0,2.0,0.0,0.0,NaN,62,NaN,NaN
C_696656,fire combustion science,480,1.0,0.0,0.0,1.0,NaN,38,NaN,NaN
C_696662,entrepreneurship private board,83,NaN,NaN,NaN,NaN,NaN,27,NaN,NaN
C_696655,college chinese literature - appreciation of literature from the northern song dynasty to modern times,5081,26.0,5.0,2.0,19.0,NaN,186,1,NaN
C_696655,college chinese literature - appreciation of literature from the northern song dynasty to modern times,5081,26.0,5.0,2.0,19.0,NaN,186,1,NaN
C_696655,college chinese literature - appreciation of literature from the northern song dynasty to modern times,5081,26.0,5.0,2.0,19.0,NaN,186,1,NaN
C_696655,college chinese literature - appreciation of literature from the northern song dynasty to modern times,5081,26.0,5.0,2.0,19.0,NaN,186,1,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696659,animal anatomy,8315,96.0,63.0,5.0,28.0,NaN,119,7,NaN
C_696664,review: methodology to make your startup unbeatable,31,NaN,NaN,NaN,NaN,NaN,26,NaN,NaN
C_696666,fire emergency rescue,1,NaN,NaN,NaN,NaN,NaN,34,NaN,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696667,facility horticulture,807,8.0,7.0,0.0,1.0,NaN,96,7,NaN
C_696674,introduction to python interactive programming,965,12.0,1.0,3.0,8.0,0.5095238095238094,90,NaN,NaN
C_696675,economics,1,NaN,NaN,NaN,NaN,NaN,287,2,NaN
C_696675,economics,1,NaN,NaN,NaN,NaN,NaN,287,2,NaN
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696679,circuit principle,41847,635.0,113.0,106.0,416.0,0.5,368,1,Very satisfied
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,1,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,1,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,1,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,1,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,5,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,5,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,5,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,5,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,5,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,5,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,5,NaN
C_696683,clinical pathology,17,NaN,NaN,NaN,NaN,NaN,140,5,NaN
C_696685,we learn the russian alphabet,2453,7.0,1.0,0.0,6.0,NaN,37,NaN,NaN
C_696686,russian basics 1,2299,7.0,2.0,0.0,5.0,NaN,57,NaN,NaN
C_696688,russian basics 2,736,9.0,0.0,0.0,9.0,NaN,44,NaN,NaN
C_696691,russian basics 3,687,6.0,0.0,0.0,6.0,NaN,31,NaN,NaN
C_696689,circuit theory,10921,87.0,12.0,10.0,65.0,NaN,204,7,NaN
C_696689,circuit theory,10921,87.0,12.0,10.0,65.0,NaN,204,7,NaN
C_696689,circuit theory,10921,87.0,12.0,10.0,65.0,NaN,204,7,NaN
C_696689,circuit theory,10921,87.0,12.0,10.0,65.0,NaN,204,7,NaN
C_696689,circuit theory,10921,87.0,12.0,10.0,65.0,NaN,204,7,NaN
C_696689,circuit theory,10921,87.0,12.0,10.0,65.0,NaN,204,7,NaN
C_696689,circuit theory,10921,87.0,12.0,10.0,65.0,NaN,204,7,NaN
